id,Class,Order,Family,Genus,Species,Sub.species,Authority,Common.Name,Location.of.population,Country.list,Region,Decimal.Latitude,Decimal.Longitude,Are.coordinates.for.specific.location.,system,biome,realm,Native,Alien,Invasive,Units,Sampling.method,Data.transformed,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014
19238,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,15061.9,14602.5,14365.4,14252,13940,13588.2,13334.2,12902.1,12365.2,12048,11737.5,11173.2,10528.7,9909.79,9241.46,8761.76,8503.41,8238.16,8042.81,8002.22,8018.69,7926.99,7774.97,7539.47,7253.12,6911.72,6712.13,6545.07,6670.02,6748.39,6877.47,7129.14,7597.34,8044.97,8813.38,9685.52,10401.4,10806.4,NA,NA,NA,NA,NA,NA,NA
19239,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Area 6b,New Zealand,Oceania,-50.790215,173.357348,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,,,,NA,NA,NA,NA,NA,NA,NA,12363.1,12353.7,12354.6,12346.1,12342.2,12353.2,12374.2,12388.7,12405.2,12470.3,12618.6,12481.7,11383.3,10377.8,10168.8,10061.7,9875.72,9979.55,9953.73,10035.9,9499.48,9185.51,9111.33,8271.7,7231.38,7082.92,6591.52,NA,NA,NA,NA,NA,NA,NA,NA
19240,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,giganteum,,Haast 1873,Giant stargazer,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,9124.82,9082.45,9057.82,9043.23,9037.99,9034.03,9014.1,8992.12,8962.73,8918.68,8830.41,8570.84,8285.59,7904.1,7366.99,6841.95,6324.8,5781.93,5307.61,4951.41,4774.95,4494.33,4183.49,4072.84,3984.8,3995.58,3824.49,3526.26,3628.58,3508.78,3277.07,3158.07,3416.4,3539.25,3749.34,3707.94,3788.05,3678.64,NA,NA,NA,NA,NA,NA,NA
19241,Actinopteri,Perciformes,Carangidae,Pseudocaranx,dentex,,(Bloch & Schneider 1801),White trevally,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,45744.2,44913.4,43813.4,41421.9,38557.4,36582.6,35121.8,33268.8,30941.5,28311.7,26461.2,25829.4,25746.8,25886,25744.7,25248.8,24536.4,23726.1,23100,23859,25983.2,27868.7,28885,29223.9,28925.3,27567.5,25438.4,23701.6,22763.8,22214.6,22008.9,21986.7,22433.5,22990.1,22820.7,22474.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
19242,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 3 and 4,New Zealand,Oceania,-44.165796,177.095481,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,276694,276694,276694,276474,276122,267097,248782,225020,219007,219547,222245,226799,232370,240459,250118,257741,263481,269234,270619,270574,267295,260485,251533,242958,234023,223740,214898,207531,200126,192422,186133,180629,176965,175624,177157,179701,181273,182531,183705,185433,185959,186107,NA,NA,NA
19243,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 5 and 6,New Zealand,Oceania,-51.446946,170.766115,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,332209,332209,332209,331759,330779,329870,326593,322978,318769,311098,302634,295387,291632,289907,288475,285710,287912,291124,297650,302060,304905,302556,295912,285485,276267,265910,255674,246418,240271,239023,242007,250343,262056,273090,279722,282851,284693,284613,285633,289501,294894,300505,NA,NA,NA
19244,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,New Zealand Mid East Coast,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,101877,101877,101877,101877,101877,101877,101877,101877,101877,101877,101877,101877,101856,101682,101056,98849.5,94704,88610.5,80669.7,72570.3,64697.9,56880.6,49334.3,42101.1,36624.3,32623.6,29818.1,28079.6,26152.1,24157.2,22058,20171.9,18714,17562.1,16626.1,15557.7,14352.1,13158.1,12002.7,10905.9,9873.34,8920.36,NA,NA,NA
19292,Actinopteri,Zeiformes,Oreosomatidae,Allocyttus,niger,,"James, Inada & Nakamura 1988",Black oreo,Pukaki Rise,New Zealand,Oceania,-50,172,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,,,,NA,32223.5,32223.5,32223.5,32223.5,32223.5,32223.5,32208.6,32204.5,31957.2,28305.5,27449.4,26561.3,25224.7,25341,25502.4,25668.1,25837.2,26008.9,26169.4,26320.8,26472.7,26639.1,26606.4,25627.1,23768.3,22104.6,21377.5,20772.8,20108.1,19605,18536.4,17640.5,16727.6,14872.1,12605.9,10521.8,NA,NA,NA,NA,NA
19293,Actinopteri,Mugiliformes,Mugilidae,Mugil,cephalus,,Linnaeus 1758,Flathead grey mullet,Queensland and New South Wales,Australia,Oceania,-24.839417,156.17407,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,TB-MT,Unknown statistical catch-at-age model,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19417.14286,24236.25,24533.125,17139.02439,14548.22222,14114.14634,14205.68627,17136,21041.2,29216.66667,34235.55556,35160.83333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19307,Actinopteri,Beryciformes,Berycidae,Centroberyx,gerrardi,,(Günther 1887),Bight redfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,18684.9,18684.8,18684.5,18684,18683.4,18683.3,18685.2,18692.7,18711.7,18750.7,18820.4,18932.3,19097.2,19322.5,19609.6,19951.9,20334.3,20734.9,21127.4,21449.3,21678.4,21786.8,21818.2,21821.5,21740,21553,21286.3,20893.1,20435.3,19917.6,19431.7,18909,18445,17921.4,17193.3,16517.3,15962.3,15362.4,NA,NA,NA,NA,NA,NA,NA
19308,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v3.0 model,No,44351.02,45576.57,47329.15,49080.3,50481.29,51706.83,52055.55,50825.32,48015.42,44679.56,40993.19,37832.42,37829.89,39582.12,39579.6,37822.69,36065.42,34484.31,34656.87,37285.93,39914.98,44122.99,46225.73,45170.57,42711.91,41130.81,38496.7,34283.29,31649.19,36208.44,44276.09,50940.24,53393.49,51110.63,45844.95,40228.39,36717.1,38819.84,39343.64,37060.77,34952.99,30915.38,NA,NA,NA
19309,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,9655.15,9049.04,8595.17,8386.39,8660.26,9161.58,10154.6,11000.4,11729.3,10816.2,9921.29,7985.95,6466.41,5148.19,4574.08,4646.78,5038.37,5094.36,4367.01,3376.07,2902.74,2459.15,2089.92,1535.23,1284.79,1432.15,1567.92,1472.88,1177.86,929.635,751.86,717.45,727.002,761.486,784.025,840.083,1030.27,1357.23,NA,NA,NA,NA,NA,NA,NA
19310,Actinopteri,Perciformes,Platycephalidae,Platycephalus,conatus,,Waite & McCulloch 1915,Deep-water flathead,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,,,,NA,NA,NA,NA,NA,8835.63,8835.63,8835.63,8835.63,8835.63,8835.37,8799.69,8585.43,8253.23,7927.89,7676.01,7373.44,7143.93,6959.01,6807.37,6833.89,6713.66,6299.79,5576.61,4777.8,4366.75,4365.8,4850.3,5140.57,5079.31,4409.57,3831.04,4088.69,4695.99,4950.74,NA,NA,NA,NA,NA,NA,NA
19311,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,6926,6926,6926,6926,6926,6926,6926,6926,6886.7,6831.4,6761.66,6659.65,6521.3,6359.96,6168.65,5946.81,5687.26,5343.83,5212.63,5269.48,5185.07,4868.81,4650.72,4397.75,4117.11,4021.25,4027.49,3954.15,3821.48,3836.14,3860.82,3648.11,3316.69,3131.15,2838.51,2439.74,2203.44,1960.12,NA,NA,NA,NA,NA,NA,NA
19312,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,,,,NA,NA,NA,NA,NA,40746.3,40746.3,40746.3,57075.7,56727.9,56304.9,55810,55247.4,54619.5,53914.2,53064.9,51564.1,40118.2,26748.7,18996.6,10151.4,7212.09,5976.27,5320.16,4808.94,4340.36,3971.8,3667.21,3405.32,3224.37,3182.91,3362.76,3602.99,3892.69,4227.02,NA,NA,NA,NA,NA,NA,NA
19313,Actinopteri,Perciformes,Sillaginidae,Sillago,flindersi,,McKay 1985,Eastern school whiting,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,7436.05,7369.02,7376.01,7406.12,7309.87,7214.19,7293.2,7088.71,6956.41,6893.89,6641.94,6425.91,6006.58,5530.47,4645.24,4207.46,3344.02,2725.39,4203.6,4590.93,4554.49,3949.39,3687.25,5174.59,5227.27,4860.45,4585.95,4337.87,3462.79,2437.49,1828.94,2292.66,3459.71,3623.51,3237.43,2649.83,2603.56,2476.8,NA,NA,NA,NA,NA,NA,NA
19314,Actinopteri,Scombriformes,Centrolophidae,Seriolella,punctata,,(Forster 1801),Silver warehou,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,,,,NA,NA,NA,NA,NA,20682.2,20682.2,20682.2,20614.8,20489.7,20299.8,19499.6,18585.6,18531.3,18752.4,18642.6,16520.6,14872.1,13195.1,11648.3,11017.1,11455.8,12036,10412.8,13965.1,16907.3,15801.6,13243.7,9646.08,7678.11,9465.07,10757.2,11395.1,10231.5,NA,NA,NA,NA,NA,NA,NA,NA
19331,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,Southern Gulf St. Vincent,Australia,Oceania,-35.402247,138.23959,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,TB-MT,Unknown - SnapEst age and length based model,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218.045,1171.405,1107.63,1039.26,977.498,906.902,839.01,778.8485,725.6635,680.649,722.9365,926.186,1086.27,1222.515,1330.755,1423.96,1517.76,1624.655,1707.54,1784.665,1939.005,2286.905,2511.655,2658.195,2793.77,2915.505,NA,NA,NA,NA,NA
19340,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,Southern Spencer Gulf Australia,Australia,Oceania,-34.735998,136.4846,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,TB-MT,Unknown - SnapEst age and length based model,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.5735,686.3505,705.842,709.995,715.191,731.1125,754.804,794.085,842.6855,900.687,1085.845,1502.815,1984.675,2408.555,2735,2981.89,3213.765,3488.215,3738.065,3970.13,4175.895,4306.355,4239.75,4059.445,3808.63,3580.855,NA,NA,NA,NA,NA
19341,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,Southland New Zealand,New Zealand,Oceania,-46.116954,165.912014,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,,,,16828.6,16828.6,16828.6,16828.6,16828.6,16781.4,16719.5,16698.8,16678.6,16669,16660.4,16242.5,15527,13410.6,11488.1,11106,10699.9,10509.9,10155.9,9756.55,9427.71,9269.01,9232.25,8971.78,8651.65,8517.53,8126.97,7551.53,6995.76,6024.33,4794.62,4146.73,3992.69,4021.2,4137.48,NA,NA,NA,NA,NA,NA,NA
19342,Actinopteri,Gadiformes,Merlucciidae,Merluccius,australis,,(Hutton 1872),Southern hake,Sub-Antarctic,New Zealand,Oceania,-37.8425,79.59417,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,,,,NA,102163,102112,101980,101843,102001,103220,106209,112388,120638,129727,139479,149457,158543,168989,170061,164562,155614,143676,130713,116807,105166,95812.5,87511.5,80979.2,75496.7,70669.4,66281.1,62671.2,60202.8,58225.4,56156.1,54219.9,52073.9,49800,47616.8,45409.2,44802.9,46683.9,NA,NA,NA
19367,Actinopteri,Zeiformes,Oreosomatidae,Allocyttus,niger,,"James, Inada & Nakamura 1988",Black oreo,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,,,,89015.2,86704.4,84151.5,80718.2,79985.7,77446,73647.4,73352.2,69561.1,61344.9,53718.3,48850.8,44525.4,42229,41227.4,39174.6,37974.9,37091.6,36184.9,34414.8,33018.4,31103.7,29827.9,29493.5,28582.6,27713.3,27750.8,27261.9,26382.9,26015.6,25981.7,26275.9,26591.2,26915.6,27166.5,NA,NA,NA,NA,NA,NA,NA
19368,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,83804.6,83804.6,83804.6,82277.7,79048.7,75175.5,72522.7,70576.3,66691.8,64323.5,62391.7,59788,59058.8,58281.3,56380.5,53738.3,51547.8,49968.7,47297.1,43079.2,38749.8,35380.4,32130,29262,27262.2,25401.2,24014.3,23073.4,21961.1,21129.3,21488.5,22212.9,23012.4,23900.6,24954.7,25990.3,26927.4,27888.7,28787.5,29555.7,NA,NA,NA,NA,NA
19372,Actinopteri,Scombriformes,Centrolophidae,Seriolella,brama,,(Günther 1860),Common warehou,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2577.83,2001.72,4535.7,3951.24,3064.62,2833.45,2891,2377.43,1459.34,928.652,715.089,506.412,466.428,851.635,962.527,568.867,419.173,328.04,332.672,399.085,774.332,843.22,648.007,NA,NA,NA,NA,NA,NA,NA,NA
19373,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,7036.59,7036.59,7036.59,7036.59,7036.59,7036.59,7036.59,7036.59,7036.59,7036.59,7035.3,7035.18,7035.23,7031.58,7031.4,7031.33,6950.02,6708.48,6511.41,6558.33,6320.31,5914.83,5593.02,5482.67,5260.58,5338.95,6073.19,6708.49,7288.67,7660.06,7527.63,7132.31,6422.84,5998.78,5319.09,4627.25,4109.74,3660.27,NA,NA,NA,NA,NA,NA,NA
19374,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Western New Zealand,New Zealand,Oceania,-42.507086,167.443493,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,758660,758660,756142,753105,750301,744573,727428,690710,688068,685794,681216,681058,681770,680988,676754,680669,663623,595260,501494,462336,415016,379411,382901,385014,381457,385442,406140,389097,357302,350954,296752,222408,167343,108054,95024.3,94831.2,95755.5,122761,158923,194375,234849,261518,269577,NA,NA
23310,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Field Island, Kakadu National Park, Northern Territory",Australia,Oceania,-12.106832,132.385089,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Estimated abundance,Estimated abundance based on long-term capture-mark-recapture programme,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,181,168,139,97,111,110,183,112,142,131,NA
23318,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Cable Beach, Western Australia",Australia,Oceania,-17.954806,122.20425,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of nests,morning track and nest counts from the 1st Nov to the 28th Feb (6km transect),No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,57,34,43,13,34,NA,NA,NA
25409,Actinopteri,Perciformes,Sparidae,Acanthopagrus,butcheri,,(Munro 1949),Black bream,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.983555,115.838259,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3263,0.1853,0.1737,0.1139,0.112,0.166,0.1197,0.4035,0.7124,0.4846,0.2529,0.3919,0.3745,0.4208,0.3707,0.2278,0.3745,0.5328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25412,Actinopteri,Perciformes,Sparidae,Rhabdosargus,sarba,,(Forsskål 1775),Goldlined seabream,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06667,NA,0.16491,0.17778,0.24678,0.03275,0.06316,NA,0.10526,0.09825,0.30175,0.22573,0.22222,0.15439,0.3883,0.22222,0.50643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25416,Actinopteri,Siluriformes,Plotosidae,Cnidoglanis,macrocephalus,,(Valenciennes 1840),Estuary cobbler,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40336,0.40504,0.72773,0.67227,0.71597,0.33782,0.38319,0.15966,0.18487,0.50252,0.20504,0.12773,0.25714,0.09244,0.05378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25417,Actinopteri,Perciformes,Platycephalidae,Platycephalus,endrachtensis,,Quoy & Gaimard 1825,Bar-tailed flathead,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14232,NA,0.25229,0.11644,0.2372,0.24798,0.31914,0.25876,0.66199,0.21348,0.30189,0.731,0.25876,0.61024,0.58868,0.36226,0.25013,0.3903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25425,Actinopteri,Pleuronectiformes,Paralichthyidae,Pseudorhombus,jenynsii,,(Bleeker 1855),Smalltooth flounder,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16018,0.14005,0.35973,0.30206,0.25172,0.13272,0.12632,0.11167,0.17483,0.11991,0.11991,0.20137,0.19222,0.20503,0.12357,0.05034,0.054,0.04119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25430,Actinopteri,Scombriformes,Arripidae,Arripis,georgianus,,(Valenciennes 1831),Australian herring,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09647,0.10758,0.17494,0.1973,0.13866,0.48952,0.36113,0.29349,0.1516,0.1312,0.49556,0.87567,0.72028,0.40289,0.306,0.49936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25431,Actinopteri,Mugiliformes,Mugilidae,Aldrichetta,forsteri,,(Valenciennes 1836),Yellow-eye mullet,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14095,0.29703,0.28357,0.16536,0.25667,0.66227,0.58215,0.32108,0.60477,0.47703,0.5131,NA,NA,0.10131,0.06691,0.06298,0.06476,0.07036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25432,Actinopteri,Perciformes,Carangidae,Trachurus,novaezelandiae,,Richardson 1843,Yellowtail horse mackerel,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13595,0.12145,0.3571,0.36254,0.21752,0.0852,0.53656,0.19396,0.08338,NA,0.14864,0.13051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25435,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,saltatrix,,(Linnaeus 1766),Bluefish,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1458,0.61775,0.13813,0.26283,0.25707,0.17074,0.35875,0.43165,0.15731,0.32038,0.1765,0.41055,0.51031,0.3012,0.39904,0.10552,0.13621,0.21487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25440,Actinopteri,Centrarchiformes,Terapontidae,Pelates,sexlineatus,,(Quoy & Gaimard 1824),Eastern striped grunter,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21635,0.13829,0.17561,0.21581,0.14351,0.2818,0.172,0.09105,0.37645,0.64742,0.17416,0.47687,0.91226,0.36689,0.4821,0.3175,0.38366,0.15848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25445,Actinopteri,Centrarchiformes,Terapontidae,Amniataba,caudavittata,,(Richardson 1845),Yellowtail trumpeter,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1885,0.329,0.2118,0.1888,0.2216,0.2602,0.2084,0.247,0.7067,0.5107,0.3166,0.2705,0.5784,0.1054,0.3209,0.0922,0.1923,0.2501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25448,Actinopteri,Perciformes,Sillaginidae,Sillaginodes,punctatus,,(Cuvier 1829),King George whiting,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1802,0.7238,0.3348,0.084,0.4949,0.3308,NA,0.148,NA,0.2492,NA,0.2268,0.0903,0.0386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25451,Actinopteri,Perciformes,Sillaginidae,Sillago,maculata,,Quoy & Gaimard 1824,Trumpeter whiting,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.99411,115.838021,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1244,0.0548,0.0458,0.2313,0.2788,0.1844,0.1991,NA,NA,0.1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
